,german_cities,german_states,Unnamed: 0,course_type,course_name,course_link,uni_name,uni_city,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type
357,Emden,Lower Saxony,31,Master's degree,Applied Life Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6194/,Hochschule Emden/Leer - University of Applied Sciences ,Emden,none,English,3 semesters,"Winter semester, Summer semester",,,
358,Emden,Lower Saxony,99,Master's degree,Business Intelligence and Data Analytics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7054/,Hochschule Emden/Leer - University of Applied Sciences ,Emden,"5.980,00",English,3 semesters,"Winter semester, Summer semester",,,
359,Emden,Lower Saxony,634,Master's degree,Master in Industrial Informatics - Specialisation Industrial Cyber-Physical Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4775/,Hochschule Emden/Leer - University of Applied Sciences ,Emden,none,English,3 semesters,"Winter semester, Summer semester",,,
360,Emden,Lower Saxony,1226,Master's degree,Technical Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3725/,Hochschule Emden/Leer - University of Applied Sciences ,Emden,"5.980,00",English,3 semesters,"Winter semester, Summer semester",,,
361,Erfurt,Thuringia,365,Master's degree,Global Communication: Politics and Society,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5408/,University of Erfurt ,Erfurt,none,English,4 semesters,Winter semester,,,
362,Erfurt,Thuringia,743,Master's degree,Master of Public Policy (MPP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3726/,University of Erfurt ,Erfurt,"1.600,00",English,4 semesters,Winter semester,,,
363,Erlangen,Bavaria,10,Master's degree,Advanced Signal Processing and Communications Engineering MSc,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4661/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
364,Erlangen,Bavaria,126,Master's degree,Communications and Multimedia Engineering (CME),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4261/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
365,Erlangen,Bavaria,131,Master's degree,"Computational Engineering (CE), MSc",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3727/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
366,Erlangen,Bavaria,175,Master's degree,Data Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6978/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
367,Erlangen,Bavaria,280,Master's degree,Ethics of Textual Cultures,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6907/,FAU Erlangen-Nürnberg ,Erlangen,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
368,Erlangen,Bavaria,294,Master's degree,European Master in Lexicography / Europäischer Master für Lexikographie,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4582/,FAU Erlangen-Nürnberg ,Erlangen,"4.500,00","German, English",4 semesters,Winter semester,,,
369,Erlangen,Bavaria,406,Master's degree,Information and Communication Technology MSc,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6146/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,"Winter semester, Summer semester",,,
370,Erlangen,Bavaria,487,Master's degree,International Master in Geosciences: Palaeobiology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5211/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
371,Erlangen,Bavaria,500,Master's degree,International Master Physical Activity and Health,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4016/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
372,Erlangen,Bavaria,522,Master's degree,International Max Planck Research School Physics of Light (IMPRS-PL),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4751/,Max Planck Institute for the Science of Light ,Erlangen,none,English,4 semesters,"Winter semester, Summer semester",,,
373,Erlangen,Bavaria,575,Master's degree,MA Development Economics and International Studies (DEIS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4265/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
374,Erlangen,Bavaria,578,Master's degree,MA English Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4144/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
375,Erlangen,Bavaria,586,Master's degree,MA North American Studies: Culture and Literature,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4143/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
376,Erlangen,Bavaria,588,Master's degree,MA The Americas/Las Américas,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4178/,FAU Erlangen-Nürnberg ,Erlangen,none,"English, Spanish, German",4 semesters,"Winter semester, Summer semester",,,
377,Erlangen,Bavaria,661,Master's degree,Master of Arts Human Rights,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4588/,FAU Erlangen-Nürnberg ,Erlangen,,English,3 semesters,Winter semester,,,
378,Erlangen,Bavaria,1035,Master's degree,Medical Engineering - Branches of Study: Medical Image and Data Processing / Health & Medical Data Analytics and Entrepreneurship,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4407/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,"Winter semester, Summer semester",,,
379,Erlangen,Bavaria,1059,Master's degree,MSc Advanced Materials and Processes (MAP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3762/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
380,Erlangen,Bavaria,1060,Master's degree,MSc Advanced Optical Technologies (MAOT),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4046/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
381,Erlangen,Bavaria,1066,Master's degree,MSc Chemical and Biological Engineering (CBI),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3729/,FAU Erlangen-Nürnberg ,Erlangen,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
382,Erlangen,Bavaria,1067,Master's degree,MSc Chemistry,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4405/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,"Winter semester, Summer semester",,,
383,Erlangen,Bavaria,1069,Master's degree,MSc Computational and Applied Mathematics (CAM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4789/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,"Winter semester, Summer semester",,,
384,Erlangen,Bavaria,1077,Master's degree,MSc Integrated Immunology (iImmune),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5223/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
385,Erlangen,Bavaria,1078,Master's degree,"MSc Integrated Life Sciences - Biology, Biomathematics, Biophysics",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4569/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
386,Erlangen,Bavaria,1086,Master's degree,MSc Molecular Medicine,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4684/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
387,Erlangen,Bavaria,1087,Master's degree,MSc Molecular Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4404/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,"Winter semester, Summer semester",,,
388,Erlangen,Bavaria,1091,Master's degree,MSc Physical Geography: Climate & Environmental Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4788/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,"Winter semester, Summer semester",,,
389,Erlangen,Bavaria,1093,Master's degree,MSc Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4311/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,"Winter semester, Summer semester",,,
390,Erlangen,Bavaria,1200,Master's degree,Standards of Decision-Making Across Cultures (SDAC),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4844/,FAU Erlangen-Nürnberg ,Erlangen,none,English,4 semesters,Winter semester,,,
391,Essen,North Rhine-Westphalia,275,Master's degree,Environmental Toxicology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6258/,University of Duisburg-Essen ,Essen,none,English,4 semesters,Winter semester,,,
392,Essen,North Rhine-Westphalia,795,Master's degree,Master of Science in Econometrics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6998/,University of Duisburg-Essen ,Essen,none,English,4 semesters,Winter semester,,,
393,Essen,North Rhine-Westphalia,900,Master's degree,Master of Science in Transnational Ecosystem-Based Water Management (TWM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3825/,University of Duisburg-Essen ,Essen,"1.000,00",English,4 semesters,"Winter semester, Summer semester",,,
394,Essen,North Rhine-Westphalia,901,Master's degree,Master of Science in Water Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3897/,University of Duisburg-Essen ,Essen,none,English,4 semesters,Winter semester,,,
395,Essen,North Rhine-Westphalia,1222,Master's degree,Sustainable Urban Development (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4198/,University of Duisburg-Essen ,Essen,none,English,4 semesters,Winter semester,,,
396,Essen,North Rhine-Westphalia,1243,Master's degree,"Urban Culture, Society and Space (MA)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4197/,University of Duisburg-Essen ,Essen,none,"German, English",4 semesters,Winter semester,,,
397,Esslingen am Neckar,Baden-Württemberg,45,Master's degree,Automotive Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5423/,Esslingen University of Applied Sciences ,Esslingen am Neckar,"1.500,00",English,3 semesters,Winter semester,,,
398,Esslingen am Neckar,Baden-Württemberg,180,Master's degree,Design and Development in Automotive and Mechanical Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5440/,Esslingen University of Applied Sciences ,Esslingen am Neckar,"1.500,00",English,3 semesters,Winter semester,,,
399,Esslingen am Neckar,Baden-Württemberg,279,Master's degree,Esslingen MBA in International Industrial Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5426/,Esslingen University of Applied Sciences ,Esslingen am Neckar,"1.200,00",English,3 semesters,Winter semester,,,
400,Flensburg,Schleswig-Holstein,250,Master's degree,Energy and Environmental Management in Developing Countries (MEng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6085/,Europa-Universität Flensburg ,Flensburg,none,English,4 semesters,Winter semester,,,
401,Flensburg,Schleswig-Holstein,477,Master's degree,International Management Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6980/,Europa-Universität Flensburg ,Flensburg,none,"German, English",4 semesters,Winter semester,,,
402,Flensburg,Schleswig-Holstein,574,Master's degree,"MA Culture - Language - Media (Kultur - Sprache - Medien, KSM)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6136/,Europa-Universität Flensburg ,Flensburg,none,"German, English",4 semesters,Winter semester,,,
403,Flensburg,Schleswig-Holstein,672,Master's degree,Master of Arts in European Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6383/,Europa-Universität Flensburg ,Flensburg,none,English,4 semesters,Winter semester,,,
404,Frankfurt am Main,Hesse,6,Master's degree,Advanced Architecture — From Urban Design to Building Construction,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7065/,Frankfurt University of Applied Sciences ,Frankfurt am Main,none,English,4 semesters,Summer semester,,,
