,course_type,course_name,course_link,uni_name,uni_city,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type
1123,Master's degree,Online MSc Wind Energy Systems,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5169/,University of Kassel ,Kassel,,,,,Online,Engineering in general,Virtual classroom
1124,Master's degree,Operation and Management of Maritime Systems (OMMS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6317/,"Hochschule Wismar - University of Applied Sciences, Technology, Business and Design ",Wismar,none,English,3 semesters,Winter semester,,,
1125,Master's degree,Operational Excellence (MBA and Eng),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4664/,Hof University of Applied Sciences ,Hof,"3.150,00",English,4 semesters,"Winter semester, Summer semester",,,
1126,Master's degree,Operations Research and Business Analytics (ORBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4777/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,4 semesters,"Winter semester, Summer semester",,,
1127,Master's degree,Optical Technologies - Photonics and Laser Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4651/,Leibniz Universität Hannover ,Hannover,none,English,4 semesters,"Winter semester, Summer semester",,,
1128,Master's degree,Organic Agriculture and Food Systems (EUR-Organic),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4567/,University of Hohenheim ,Stuttgart,varied,English,4 semesters,Winter semester,,,
1129,Master's degree,Part-time Master of Business Administration (Part-time MBA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7075/,ESMT Berlin ,Berlin,"9.500,00",English,4 semesters,Winter semester,,,
1130,Master's degree,Peace and Conflict Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3992/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,4 semesters,Winter semester,,,
1131,Master's degree,Peace and Security Studies,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3648/,Universität Hamburg ,Hamburg,none,"German, English",2 semesters,Winter semester,,,
1132,Master's degree,Pharmaceutical Research / Pharmazeutische Forschung,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5299/,Freie Universität Berlin ,Berlin,none,English,2 semesters,"Winter semester, Summer semester",,,
1133,Master's degree,Philosophy & Economics (P&E),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5398/,University of Bayreuth ,Bayreuth,none,English,4 semesters,Winter semester,,,
1134,Master's degree,Photogrammetry and Geoinformatics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6963/,Hochschule für Technik Stuttgart - University of Applied Sciences ,Stuttgart,"1.500,00",English,3 semesters,Winter semester,,,
1135,Master's degree,Photography (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7010/,SRH Berlin University of Applied Sciences ,Berlin,"4.800,00",English,4 semesters,"Winter semester, Summer semester",,,
1136,Master's degree,Physical Biology of Cells and Cell Interactions (PBioC),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4585/,Goethe University Frankfurt ,Frankfurt am Main,none,English,4 semesters,Winter semester,,,
1137,Master's degree,Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4859/,University of Bayreuth ,Bayreuth,none,English,4 semesters,"Winter semester, Summer semester",,,
1138,Master's degree,Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6245/,Osnabrück University ,Osnabrück,none,English,4 semesters,"Winter semester, Summer semester",,,
1139,Master's degree,Physics (Applied and Engineering Physics),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3620/,Technische Universität München ,Garching b. München,none,English,4 semesters,"Winter semester, Summer semester",,,
1140,Master's degree,Physics (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4817/,University of Tübingen ,Tübingen,varied,English,2 semesters,"Winter semester, Summer semester",,,
1141,Master's degree,PHYSICS International Master of Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5213/,University of Stuttgart ,Stuttgart,varied,English,4 semesters,Winter semester,,,
1142,Master's degree,"Physics, Master of Science",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5203/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,"Winter semester, Summer semester",,,
1143,Master's degree,Plant Sciences (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5328/,Ludwig-Maximilians-Universität München ,München,none,English,4 semesters,Winter semester,,,
1144,Master's degree,Political Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5450/,University of Cologne ,Köln,none,English,4 semesters,Winter semester,,,
1145,Master's degree,"Postgraduate Programme Environmental Physics - Atmosphere, Ocean, Land, Climate - PEP",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3913/,University of Bremen ,Bremen,none,English,4 semesters,Winter semester,,,
1146,Master's degree,Postgraduate Programme Renewable Energy (MSc),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3773/,University of Oldenburg ,Oldenburg,"1.000,00",English,4 semesters,Winter semester,,,
1147,Master's degree,Power Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3883/,Brandenburg University of Technology Cottbus-Senftenberg ,Cottbus,none,English,4 semesters,Winter semester,,,
1148,Master's degree,Power Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6256/,University of Duisburg-Essen ,Duisburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
1149,Master's degree,"Preventive Medicine (Master of Science, part-time programme)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5359/,Dresden International University ,Dresden,"7.500,00",English,4 semesters,Winter semester,,,
1150,Master's degree,Process Engineering and Energy Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4068/,University of Applied Sciences Bremerhaven ,Bremerhaven,none,English,3 semesters,"Winter semester, Summer semester",,,
1151,Master's degree,Process Safety and Environmental Engineering (PSEE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4707/,Otto von Guericke University Magdeburg ,Magdeburg,none,English,3 semesters,"Winter semester, Summer semester",,,
1152,Master's degree,"Production & Operations Management (MSc, Executive) at the HECTOR School",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4555/,Karlsruhe Institute of Technology ,Karlsruhe,"7.500,00",English,4 semesters,Winter semester,,,
1153,Master's degree,Professional IT Business & Digitalisation,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6529/,HTW Berlin ,Berlin,"4.750,00",English,3 semesters,Winter semester,,,
1154,Master's degree,Protein Chemistry,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4646/,Julius-Maximilians-Universität Würzburg ,Würzburg,none,English,4 semesters,"Winter semester, Summer semester",,,
1155,Master's degree,Public Art and New Artistic Strategies (MFA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3794/,Bauhaus-Universität Weimar ,Weimar,none,English,4 semesters,Winter semester,,,
1156,Master's degree,"Public Economics, Law and Politics (MA)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4065/,Leuphana University Lüneburg ,Lüneburg,none,English,4 semesters,Winter semester,,,
1157,Master's degree,"Quantitative Data Science Methods – Psychometrics, Econometrics and Machine Learning (QDS)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6535/,University of Tübingen ,Tübingen,"1.500,00",English,4 semesters,Winter semester,,,
1158,Master's degree,Railway Systems Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4881/,RWTH Aachen University ,Aachen,none,English,4 semesters,"Winter semester, Summer semester",,,
1159,Master's degree,Refinement of Polymer and Composite Products,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4398/,Kaiserslautern University of Applied Sciences ,Pirmasens,none,English,3 semesters,"Winter semester, Summer semester",,,
1160,Master's degree,Renaissance Studies (MA),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3973/,University of Bonn ,Bonn,none,"German, English, Italian",4 semesters,"Winter semester, Summer semester",,,
1161,Master's degree,Renewable Energy and E-Mobility (REEM),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6455/,Stralsund University of Applied Sciences ,Stralsund,none,English,3 semesters,"Winter semester, Summer semester",,,
1162,Master's degree,Renewable Energy Management (Master of Science),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4520/,TH Köln (University of Applied Sciences) ,Köln,none,English,4 semesters,Winter semester,,,
1163,Master's degree,Renewable Energy Systems (RES),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4685/,Technische Hochschule Ingolstadt ,Ingolstadt,none,English,3 semesters,Winter semester,,,
1164,Master's degree,Research in Computer & Systems Engineering (RCSE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4092/,Technische Universität Ilmenau ,Ilmenau,none,English,4 semesters,Winter semester,,,
1165,Master's degree,Research Master of Neurocognitive Psychology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4712/,University of Oldenburg ,Oldenburg,none,English,4 semesters,Winter semester,,,
1166,Master's degree,Research-Oriented Elite Master's/Doctorate Programme TopMath,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4871/,Technische Universität München ,Garching b. München,none,"German, English",8 semesters,"Winter semester, Summer semester",,,
1167,Master's degree,Resource Efficiency in Architecture and Planning (REAP),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4061/,HafenCity University Hamburg ,Hamburg,none,English,4 semesters,Winter semester,,,
1168,Master's degree,"Responsibility in Science, Engineering and Technology (RESET) (MA)",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5284/,Technische Universität München ,München,none,English,4 semesters,Winter semester,,,
1169,Master's degree,Retail and Consumer Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4867/,Technische Hochschule Ingolstadt ,Ingolstadt,none,English,3 semesters,Winter semester,,,
1170,Master's degree,Road Traffic Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4793/,University of Applied Sciences Zwickau ,Zwickau,none,English,4 semesters,Winter semester,,,
1171,Master's degree,Roads to Democracies - Historical and Contemporary Perspectives on Politics and Culture,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4142/,University of Siegen ,Siegen,none,English,4 semesters,Winter semester,,,
1172,Master's degree,Robotic Systems Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4819/,RWTH Aachen University ,Aachen,"5.500,00",English,4 semesters,Winter semester,,,
